report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1995,GAAPD00,"Atlanta, GA",404337,14744,184,441,8859,5260,12,3646.46,45.51,109.07,2190.99,1300.9
1995,CO00101,"Aurora, CO",256957,1958,18,138,1253,549,12,762,7.01,53.71,487.63,213.65
1995,TX22701,"Austin, TX",523691,4050,46,308,2360,1336,12,773.36,8.78,58.81,450.65,255.11
1995,MD00301,"Baltimore County, MD",716904,7663,38,248,4909,2468,12,1068.9,5.3,34.59,684.75,344.26
1995,MDBPD00,"Baltimore, MD",712209,21492,322,683,9134,11353,12,3017.65,45.21,95.9,1282.49,1594.05
1995,MA01301,"Boston, MA",550715,9569,96,379,5497,3597,12,1737.56,17.43,68.82,998.16,653.15
1995,NY01401,"Buffalo, NY",312395,6333,62,261,3174,2836,12,2027.24,19.85,83.55,1016.02,907.83
1995,NC06001,"Charlotte, NC",544146,9228,89,366,5824,2949,12,1695.87,16.36,67.26,1070.3,541.95
1995,ILCPD00,"Chicago, IL",2749811,73011,824,2896,39205,30086,12,2655.13,29.97,105.32,1425.73,1094.11
1995,OHCIP00,"Cincinnati, OH",359749,4640,50,408,2027,2155,12,1289.79,13.9,113.41,563.45,599.03
1995,OHCLP00,"Cleveland, OH",495074,8150,129,689,3108,4224,12,1646.22,26.06,139.17,627.78,853.21
1995,OHCOP00,"Columbus, OH",638729,6624,77,636,2582,3329,12,1037.06,12.06,99.57,404.24,521.19
1995,TXDPD00,"Dallas, TX",1042088,15969,276,852,8942,5899,12,1532.4,26.49,81.76,858.08,566.08
1995,CODPD00,"Denver, CO",505843,4357,81,320,2543,1413,12,861.33,16.01,63.26,502.73,279.34
1995,MI82349,"Detroit, MI",997297,24011,475,1104,12356,10076,12,2407.61,47.63,110.7,1238.95,1010.33
1995,TX07102,"El Paso, TX",590215,4948,37,242,3593,1076,12,838.34,6.27,41,608.76,182.31
1995,VA02901,"Fairfax County, VA",856544,897,15,87,348,447,12,104.72,1.75,10.16,40.63,52.19
1995,TX22012,"Fort Worth, TX",460321,5344,108,332,2939,1965,12,1160.93,23.46,72.12,638.47,426.88
1995,CA01005,"Fresno, CA",388495,5659,71,212,3210,2166,12,1456.65,18.28,54.57,826.27,557.54
1995,HI00200,"Honolulu, HI",880266,2882,38,217,1256,1371,12,327.4,4.32,24.65,142.68,155.75
1995,TXHPD00,"Houston, TX",1734335,22260,316,837,11885,9222,12,1283.49,18.22,48.26,685.28,531.73
1995,INIPD00,"Indianapolis, IN",373973,5707,82,381,3158,2086,10,1526.05,21.93,101.88,844.45,557.79
1995,FL01602,"Jacksonville, FL",679148,9596,86,625,5965,2920,12,1412.95,12.66,92.03,878.31,429.95
1995,MOKPD00,"Kansas City, MO",445549,9734,107,470,5811,3346,12,2184.72,24.02,105.49,1304.23,750.98
1995,NV00201,"Las Vegas, NV",793432,9523,118,571,5122,3712,12,1200.23,14.87,71.97,645.55,467.84
1995,CA01941,"Long Beach, CA",436034,5649,80,171,2624,2774,12,1295.54,18.35,39.22,601.79,636.19
1995,CA01900,"Los Angeles County, CA",970545,14140,227,286,9970,3657,12,1456.91,23.39,29.47,1027.26,376.8
1995,CA01942,"Los Angeles, CA",3466211,70518,849,1590,38945,29134,12,2034.44,24.49,45.87,1123.56,840.51
1995,KY05680,"Louisville, KY",,,,,,,,,,,,
1995,TNMPD00,"Memphis, TN",623902,11039,181,785,4294,5779,12,1769.35,29.01,125.82,688.25,926.27
1995,AZ00717,"Mesa, AZ",324654,2638,17,128,1986,507,12,812.56,5.24,39.43,611.73,156.17
1995,FL01300,"Miami-Dade County, FL",1098208,18560,160,668,11326,6406,12,1690.03,14.57,60.83,1031.32,583.31
1995,FL01306,"Miami, FL",378720,12927,110,198,6943,5676,12,3413.34,29.05,52.28,1833.28,1498.73
1995,WIMPD00,"Milwaukee, WI",622467,6737,138,370,2579,3650,12,1082.31,22.17,59.44,414.32,586.38
1995,MN02711,"Minneapolis, MN",357709,7076,96,578,2852,3550,12,1978.14,26.84,161.58,797.3,992.43
1995,MD01604,"Montgomery County, MD",794575,2359,20,215,1109,1015,12,296.89,2.52,27.06,139.57,127.74
1995,TN01901,"Nashville, TN",523681,9376,105,487,6109,2675,12,1790.4,20.05,93,1166.55,510.81
1995,NY02900,"Nassau County, NY",1025407,1867,17,70,903,877,12,182.07,1.66,6.83,88.06,85.53
1995,LANPD00,"New Orleans, LA",487179,10876,363,487,4677,5349,12,2232.44,74.51,99.96,960.02,1097.95
1995,NY03030,"New York City, NY",7319546,114023,1177,2317,51251,59278,12,1557.79,16.08,31.65,700.19,809.86
1995,NJNPD00,"Newark, NJ",260232,10371,102,216,4573,5480,12,3985.29,39.2,83,1757.28,2105.81
1995,CA00109,"Oakland, CA",368771,8323,138,325,3980,3880,0,2256.96,37.42,88.13,1079.26,1052.14
1995,OK05506,"Oklahoma City, OK",466232,6027,227,473,3724,1603,12,1292.7,48.69,101.45,798.74,343.82
1995,NB02802,"Omaha, NE",348089,3585,27,80,2670,808,12,1029.91,7.76,22.98,767.05,232.12
1995,FL04804,"Orlando, FL",179649,3772,19,141,2564,1048,12,2099.65,10.58,78.49,1427.23,583.36
1995,PAPEP00,"Philadelphia, PA",1529848,21860,432,773,7043,13612,12,1428.9,28.24,50.53,460.37,889.76
1995,AZ00723,"Phoenix, AZ",1085706,11590,214,411,7272,3693,12,1067.51,19.71,37.86,669.79,340.15
1995,PAPPD00,"Pittsburgh, PA",354780,3474,58,243,1096,2077,12,979.2,16.35,68.49,308.92,585.43
1995,OR02602,"Portland, OR",458623,8833,43,426,6066,2298,12,1925.98,9.38,92.89,1322.65,501.07
1995,MD01721,"Prince George's County, MD",640535,7926,127,361,3626,3812,12,1237.4,19.83,56.36,566.09,595.13
1995,NC09201,"Raleigh, NC",240891,2039,18,104,1269,648,12,846.44,7.47,43.17,526.79,269
1995,CA03404,"Sacramento, CA",375845,4280,57,158,1936,2129,12,1138.77,15.17,42.04,515.11,566.46
1995,UT01803,"Salt Lake City, UT",175765,1375,27,148,636,564,12,782.29,15.36,84.2,361.85,320.88
1995,TXSPD00,"San Antonio, TX",999900,5178,142,658,2033,2345,12,517.85,14.2,65.81,203.32,234.52
1995,CA03711,"San Diego, CA",1157771,11077,91,346,7396,3244,12,956.75,7.86,29.89,638.81,280.19
1995,CA03801,"San Francisco, CA",738371,10903,99,304,4031,6469,12,1476.63,13.41,41.17,545.93,876.12
1995,CA04313,"San Jose, CA",822845,6649,38,387,5015,1209,12,808.05,4.62,47.03,609.47,146.93
1995,WASPD00,"Seattle, WA",529526,4904,41,260,2390,2213,12,926.11,7.74,49.1,451.35,417.92
1995,MOSPD00,"St. Louis, MO",371425,12452,204,273,6839,5136,12,3352.49,54.92,73.5,1841.29,1382.78
1995,NY05101,"Suffolk County, NY",1212776,2269,30,33,1249,957,5,187.09,2.47,2.72,102.99,78.91
1995,FL02902,"Tampa, FL",289882,8735,47,277,5785,2626,12,3013.3,16.21,95.56,1995.64,905.89
1995,AZ01003,"Tucson, AZ",449981,5427,65,292,3878,1192,12,1206.05,14.45,64.89,861.81,264.9
1995,OK07205,"Tulsa, OK",377152,4359,30,255,3127,947,12,1155.77,7.95,67.61,829.11,251.09
1995,VA12800,"Virginia Beach, VA",435959,968,16,99,374,479,12,222.04,3.67,22.71,85.79,109.87
1995,DCMPD00,"Washington, DC",554000,14745,361,292,7228,6864,12,2661.55,65.16,52.71,1304.69,1238.99
1995,KS08703,"Wichita, KS",311675,2185,41,203,1046,895,12,701.05,13.15,65.13,335.61,287.16
1995,,United States,,1798792,21606,,,,,684.5,8.2,,,
1996,NM00101,"Albuquerque, NM",426736,6267,70,375,3824,1998,12,1468.59,16.4,87.88,896.1,468.21
1996,TX22001,"Arlington, TX",298632,2478,17,156,1687,618,12,829.78,5.69,52.24,564.91,206.94
1996,GAAPD00,"Atlanta, GA",413123,13699,196,392,8306,4805,12,3315.96,47.44,94.89,2010.54,1163.09
1996,CO00101,"Aurora, CO",262168,1629,11,193,866,559,12,621.36,4.2,73.62,330.32,213.22
1996,TX22701,"Austin, TX",537484,3821,40,270,2135,1376,12,710.9,7.44,50.23,397.22,256.01
1996,MD00301,"Baltimore County, MD",721218,7408,34,274,4673,2427,12,1027.15,4.71,37.99,647.93,336.51
1996,MDBPD00,"Baltimore, MD",716446,19509,330,641,8145,10393,12,2723.02,46.06,89.47,1136.86,1450.63
1996,MA01301,"Boston, MA",552519,9154,59,414,5211,3470,12,1656.78,10.68,74.93,943.13,628.03
1996,NY01401,"Buffalo, NY",313238,4524,56,269,1576,2623,12,1444.27,17.88,85.88,503.13,837.38
1996,NC06001,"Charlotte, NC",554070,8915,71,306,5944,2594,12,1609,12.81,55.23,1072.79,468.17
1996,ILCPD00,"Chicago, IL",2754118,67498,789,2752,37097,26860,12,2450.8,28.65,99.92,1346.96,975.27
1996,OHCIP00,"Cincinnati, OH",360457,3921,32,315,1800,1774,12,1087.79,8.88,87.39,499.37,492.15
1996,OHCLP00,"Cleveland, OH",496049,7631,103,643,2823,4062,12,1538.36,20.76,129.62,569.1,818.87
1996,OHCOP00,"Columbus, OH",640297,6216,89,571,2238,3318,12,970.8,13.9,89.18,349.53,518.2
1996,TXDPD00,"Dallas, TX",1060585,16280,217,740,9201,6122,12,1535,20.46,69.77,867.54,577.23
1996,CODPD00,"Denver, CO",516224,3832,64,358,2083,1327,12,742.31,12.4,69.35,403.51,257.06
1996,MI82349,"Detroit, MI",1002299,23239,428,1119,12188,9504,12,2318.57,42.7,111.64,1216,948.22
1996,TX07102,"El Paso, TX",602951,5138,30,245,3668,1195,12,852.14,4.98,40.63,608.34,198.19
1996,VA02901,"Fairfax County, VA",863918,943,14,107,335,487,12,109.15,1.62,12.39,38.78,56.37
1996,TX22012,"Fort Worth, TX",470254,4984,68,319,2905,1692,12,1059.85,14.46,67.84,617.75,359.81
1996,CA01005,"Fresno, CA",392049,5461,69,216,3089,2087,12,1392.94,17.6,55.1,787.91,532.33
1996,HI00200,"Honolulu, HI",878044,2748,27,222,1078,1421,12,312.97,3.08,25.28,122.77,161.84
1996,TXHPD00,"Houston, TX",1772143,22456,261,1002,12917,8276,12,1267.17,14.73,56.54,728.89,467.01
1996,INIPD00,"Indianapolis, IN",376531,7418,114,424,4280,2600,12,1970.09,30.28,112.61,1136.69,690.51
1996,FL01602,"Jacksonville, FL",690367,9765,85,681,6207,2792,12,1414.47,12.31,98.64,899.09,404.42
1996,MOKPD00,"Kansas City, MO",448474,8885,104,412,5488,2881,12,1981.16,23.19,91.87,1223.71,642.4
1996,NV00201,"Las Vegas, NV",831303,8409,161,475,4123,3650,12,1011.54,19.37,57.14,495.97,439.07
1996,CA01941,"Long Beach, CA",440023,5069,95,158,2385,2431,12,1151.99,21.59,35.91,542.02,552.47
1996,CA01900,"Los Angeles County, CA",979425,12772,165,279,9106,3222,12,1304.03,16.85,28.49,929.73,328.97
1996,CA01942,"Los Angeles, CA",3498139,62840,711,1463,35477,25189,12,1796.38,20.33,41.82,1014.17,720.07
1996,KY05680,"Louisville, KY",,,,,,,,,,,,
1996,TNMPD00,"Memphis, TN",631626,12535,161,789,5615,5970,12,1984.56,25.49,124.92,888.98,945.18
1996,AZ00717,"Mesa, AZ",340818,2459,18,110,1825,506,12,721.5,5.28,32.28,535.48,148.47
1996,FL01300,"Miami-Dade County, FL",1116511,19025,135,788,11754,6348,0,1703.97,12.09,70.58,1052.74,568.56
1996,FL01306,"Miami, FL",384976,11990,124,201,6526,5139,12,3114.48,32.21,52.21,1695.17,1334.89
1996,WIMPD00,"Milwaukee, WI",627139,5974,130,281,2210,3353,12,952.58,20.73,44.81,352.39,534.65
1996,MN02711,"Minneapolis, MN",361595,6808,83,516,2967,3242,12,1882.77,22.95,142.7,820.53,896.58
1996,MD01604,"Montgomery County, MD",799302,2165,12,154,1016,983,12,270.86,1.5,19.27,127.11,122.98
1996,TN01901,"Nashville, TN",530059,10021,89,487,6535,2910,12,1890.54,16.79,91.88,1232.88,549
1996,NY02900,"Nassau County, NY",1028175,1835,8,71,921,835,12,178.47,0.78,6.91,89.58,81.21
1996,LANPD00,"New Orleans, LA",488300,11021,351,390,4580,5700,12,2257.01,71.88,79.87,937.95,1167.32
1996,NY03030,"New York City, NY",7339594,98660,983,2332,45673,49672,12,1344.22,13.39,31.77,622.28,676.77
1996,NJNPD00,"Newark, NJ",261909,8761,92,179,4271,4219,12,3345.05,35.13,68.34,1630.72,1610.86
1996,CA00109,"Oakland, CA",372145,8168,93,322,4131,3622,12,2194.84,24.99,86.53,1110.05,973.28
1996,OK05506,"Oklahoma City, OK",469632,5308,67,477,3286,1478,12,1130.25,14.27,101.57,699.7,314.71
1996,NB02802,"Omaha, NE",350607,4742,27,207,3726,782,12,1352.51,7.7,59.04,1062.73,223.04
1996,FL04804,"Orlando, FL",182616,4002,13,165,2744,1080,12,2191.48,7.12,90.35,1502.61,591.4
1996,PAPEP00,"Philadelphia, PA",1528403,20190,420,644,5938,13188,12,1320.99,27.48,42.14,388.51,862.86
1996,AZ00723,"Phoenix, AZ",1139793,10529,186,460,6126,3757,12,923.76,16.32,40.36,537.47,329.62
1996,PAPPD00,"Pittsburgh, PA",354308,2850,47,206,1032,1565,12,804.38,13.27,58.14,291.27,441.71
1996,OR02602,"Portland, OR",467906,7835,51,402,5325,2057,12,1674.48,10.9,85.91,1138.05,439.62
1996,MD01721,"Prince George's County, MD",644346,7307,132,296,3413,3466,12,1134.02,20.49,45.94,529.68,537.91
1996,NC09201,"Raleigh, NC",245176,2109,25,90,1262,732,12,860.2,10.2,36.71,514.73,298.56
1996,CA03404,"Sacramento, CA",379283,3707,43,154,1636,1874,12,977.37,11.34,40.6,431.34,494.09
1996,UT01803,"Salt Lake City, UT",180180,1501,20,152,738,591,12,833.06,11.1,84.36,409.59,328.01
1996,TXSPD00,"San Antonio, TX",1021477,4741,117,637,1637,2350,12,464.13,11.45,62.36,160.26,230.06
1996,CA03711,"San Diego, CA",1168364,10148,79,368,6703,2998,12,868.56,6.76,31.5,573.71,256.6
1996,CA03801,"San Francisco, CA",745127,9886,82,298,3967,5539,12,1326.75,11,39.99,532.39,743.36
1996,CA04313,"San Jose, CA",830374,6075,40,341,4596,1098,12,731.6,4.82,41.07,553.49,132.23
1996,WASPD00,"Seattle, WA",539591,4543,37,261,2282,1963,12,841.93,6.86,48.37,422.91,363.79
1996,MOSPD00,"St. Louis, MO",374041,10203,166,269,5682,4086,12,2727.78,44.38,71.92,1519.08,1092.39
1996,NY05101,"Suffolk County, NY",1218234,2068,39,38,1045,946,12,169.75,3.2,3.12,85.78,77.65
1996,FL02902,"Tampa, FL",294670,8689,43,264,5711,2671,12,2948.72,14.59,89.59,1938.1,906.44
1996,AZ01003,"Tucson, AZ",472385,5199,46,282,3583,1288,12,1100.59,9.74,59.7,758.49,272.66
1996,OK07205,"Tulsa, OK",379798,4428,31,304,3225,868,12,1165.88,8.16,80.04,849.14,228.54
1996,VA12800,"Virginia Beach, VA",439851,1075,20,127,473,455,12,244.4,4.55,28.87,107.54,103.44
1996,DCMPD00,"Washington, DC",543000,13411,397,260,6310,6444,12,2469.8,73.11,47.88,1162.06,1186.74
1996,KS08703,"Wichita, KS",312706,2372,24,227,1298,823,12,758.54,7.67,72.59,415.09,263.19
1996,,United States,,1688540,19645,,,,,636.6,7.4,,,
1997,NM00101,"Albuquerque, NM",431027,5677,49,270,3629,1729,12,1317.09,11.37,62.64,841.94,401.13
1997,TX22001,"Arlington, TX",303487,2420,12,127,1754,527,12,797.4,3.95,41.85,577.95,173.65
1997,GAAPD00,"Atlanta, GA",420865,12830,150,366,7563,4751,12,3048.48,35.64,86.96,1797.01,1128.87
1997,CO00101,"Aurora, CO",266967,1658,17,223,917,501,12,621.05,6.37,83.53,343.49,187.66
1997,TX22701,"Austin, TX",546223,3527,40,283,1920,1284,12,645.71,7.32,51.81,351.5,235.07
1997,MD00301,"Baltimore County, MD",724348,7298,23,254,4544,2477,12,1007.53,3.18,35.07,627.32,341.96
1997,MDBPD00,"Baltimore, MD",719587,17416,312,480,7995,8629,12,2420.28,43.36,66.7,1111.05,1199.16
1997,MA01301,"Boston, MA",555024,7886,43,350,4765,2728,12,1420.84,7.75,63.06,858.52,491.51
1997,NY01401,"Buffalo, NY",312411,4013,46,230,1542,2195,12,1284.53,14.72,73.62,493.58,702.6
1997,NC06001,"Charlotte, NC",562005,9165,59,345,6045,2716,12,1630.77,10.5,61.39,1075.61,483.27
1997,ILCPD00,"Chicago, IL",2765852,65110,757,2545,36519,25289,12,2354.07,27.37,92.02,1320.35,914.33
1997,OHCIP00,"Cincinnati, OH",360875,,,,,,0,,,,,
1997,OHCLP00,"Cleveland, OH",496624,7244,77,638,2692,3837,12,1458.65,15.5,128.47,542.06,772.62
1997,OHCOP00,"Columbus, OH",641338,5987,84,696,2103,3104,12,933.52,13.1,108.52,327.91,483.99
1997,TXDPD00,"Dallas, TX",1077829,14915,209,744,8336,5626,12,1383.8,19.39,69.03,773.41,521.98
1997,CODPD00,"Denver, CO",525793,3535,69,356,1857,1253,12,672.32,13.12,67.71,353.18,238.31
1997,MI82349,"Detroit, MI",1021412,21976,469,968,12331,8208,12,2151.53,45.92,94.77,1207.25,803.59
1997,TX07102,"El Paso, TX",612754,4849,24,225,3534,1066,12,791.35,3.92,36.72,576.74,173.97
1997,VA02901,"Fairfax County, VA",871555,909,16,71,375,447,12,104.3,1.84,8.15,43.03,51.29
1997,TX22012,"Fort Worth, TX",477900,4313,74,265,2572,1402,12,902.49,15.48,55.45,538.19,293.37
1997,CA01005,"Fresno, CA",396843,4782,60,192,2736,1794,12,1205.01,15.12,48.38,689.44,452.07
1997,HI00200,"Honolulu, HI",880272,2636,34,257,1131,1214,12,299.45,3.86,29.2,128.48,137.91
1997,TXHPD00,"Houston, TX",1801370,21157,254,790,11967,8146,12,1174.49,14.1,43.86,664.33,452.21
1997,INIPD00,"Indianapolis, IN",378014,7852,118,383,4601,2750,12,2077.17,31.22,101.32,1217.15,727.49
1997,FL01602,"Jacksonville, FL",702545,9437,75,606,6387,2369,12,1343.26,10.68,86.26,909.12,337.2
1997,MOKPD00,"Kansas City, MO",452070,8569,100,417,5341,2711,12,1895.5,22.12,92.24,1181.45,599.69
1997,NV00201,"Las Vegas, NV",869696,9052,146,593,4568,3745,10,1040.82,16.79,68.18,525.24,430.61
1997,CA01941,"Long Beach, CA",445404,4207,56,125,2177,1849,12,944.54,12.57,28.06,488.77,415.13
1997,CA01900,"Los Angeles County, CA",991403,11427,146,235,8325,2721,12,1152.61,14.73,23.7,839.72,274.46
1997,CA01942,"Los Angeles, CA",3541309,56538,576,1413,34043,20506,12,1596.53,16.27,39.9,961.31,579.05
1997,KY05680,"Louisville, KY",,,,,,,,,,,,
1997,TNMPD00,"Memphis, TN",637492,11836,138,938,5520,5240,12,1856.65,21.65,147.14,865.89,821.97
1997,AZ00717,"Mesa, AZ",350592,2554,13,126,1965,450,12,728.48,3.71,35.94,560.48,128.35
1997,FL01300,"Miami-Dade County, FL",1136368,16995,162,843,10717,5273,12,1495.55,14.26,74.18,943.09,464.02
1997,FL01306,"Miami, FL",391766,11018,98,189,6214,4517,12,2812.39,25.01,48.24,1586.15,1152.98
1997,WIMPD00,"Milwaukee, WI",628507,6618,122,307,2636,3553,12,1052.97,19.41,48.85,419.41,565.31
1997,MN02711,"Minneapolis, MN",363932,6733,58,536,2831,3308,12,1850.07,15.94,147.28,777.89,908.96
1997,MD01604,"Montgomery County, MD",802770,2133,22,173,1097,841,12,265.7,2.74,21.55,136.65,104.76
1997,TN01901,"Nashville, TN",531908,9291,112,550,6046,2583,12,1746.73,21.06,103.4,1136.66,485.61
1997,NY02900,"Nassau County, NY",1025460,1614,12,62,788,752,12,157.39,1.17,6.05,76.84,73.33
1997,LANPD00,"New Orleans, LA",488509,8404,267,385,3780,3972,12,1720.34,54.66,78.81,773.78,813.09
1997,NY03030,"New York City, NY",7320477,92853,770,2157,45218,44708,12,1268.4,10.52,29.47,617.69,610.73
1997,NJNPD00,"Newark, NJ",264270,7227,57,170,3558,3442,12,2734.7,21.57,64.33,1346.35,1302.46
1997,CA00109,"Oakland, CA",376696,8229,99,306,4342,3482,12,2184.52,26.28,81.23,1152.65,924.35
1997,OK05506,"Oklahoma City, OK",472046,5065,59,409,3200,1397,12,1072.99,12.5,86.64,677.9,295.95
1997,NB02802,"Omaha, NE",351745,4873,31,176,3848,818,12,1385.38,8.81,50.04,1093.97,232.55
1997,FL04804,"Orlando, FL",185837,4240,14,174,2790,1262,12,2281.57,7.53,93.63,1501.32,679.09
1997,PAPEP00,"Philadelphia, PA",1524409,19204,418,650,6198,11938,12,1259.77,27.42,42.64,406.58,783.12
1997,AZ00723,"Phoenix, AZ",1172538,10376,175,428,6048,3725,12,884.92,14.92,36.5,515.8,317.69
1997,PAPPD00,"Pittsburgh, PA",353248,2778,50,175,1010,1543,12,786.42,14.15,49.54,285.92,436.8
1997,OR02602,"Portland, OR",473696,7600,46,356,5250,1948,12,1604.4,9.71,75.15,1108.31,411.23
1997,MD01721,"Prince George's County, MD",647142,6331,75,300,3143,2813,12,978.3,11.59,46.36,485.67,434.68
1997,NC09201,"Raleigh, NC",248591,2256,23,102,1404,727,12,907.51,9.25,41.03,564.78,292.45
1997,CA03404,"Sacramento, CA",383921,3717,41,161,1664,1851,12,968.17,10.68,41.94,433.42,482.13
1997,UT01803,"Salt Lake City, UT",185553,1467,21,141,685,620,12,790.61,11.32,75.99,369.17,334.14
1997,TXSPD00,"San Antonio, TX",1038086,4170,95,618,1421,2036,12,401.7,9.15,59.53,136.89,196.13
1997,CA03711,"San Diego, CA",1182653,9789,67,384,6734,2604,12,827.72,5.67,32.47,569.4,220.18
1997,CA03801,"San Francisco, CA",754239,8549,59,233,3651,4606,12,1133.46,7.82,30.89,484.06,610.68
1997,CA04313,"San Jose, CA",840529,6191,43,375,4865,908,12,736.56,5.12,44.61,578.8,108.03
1997,WASPD00,"Seattle, WA",547209,5002,49,218,2654,2081,12,914.09,8.95,39.84,485.01,380.29
1997,MOSPD00,"St. Louis, MO",377221,9591,153,225,5641,3572,12,2542.54,40.56,59.65,1495.41,946.93
1997,NY05101,"Suffolk County, NY",1215017,2080,33,34,1120,893,10,171.19,2.72,2.8,92.18,73.5
1997,FL02902,"Tampa, FL",299867,7988,35,265,5149,2539,12,2663.85,11.67,88.37,1717.09,846.71
1997,AZ01003,"Tucson, AZ",485933,5116,50,291,3329,1446,12,1052.82,10.29,59.88,685.07,297.57
1997,OK07205,"Tulsa, OK",381639,4596,40,278,3361,917,12,1204.28,10.48,72.84,880.68,240.28
1997,VA12800,"Virginia Beach, VA",443844,1064,19,102,428,515,12,239.72,4.28,22.98,96.43,116.03
1997,DCMPD00,"Washington, DC",529000,10706,301,218,5688,4499,12,2023.82,56.9,41.21,1075.24,850.47
1997,KS08703,"Wichita, KS",315690,2631,32,228,1481,890,12,833.41,10.14,72.22,469.13,281.92
1997,,United States,,1636096,18208,,,,,611,6.8,,,
1998,NM00101,"Albuquerque, NM",422417,5563,37,219,3614,1693,12,1316.95,8.76,51.84,855.55,400.79
1998,TX22001,"Arlington, TX",305948,1859,13,138,1202,506,12,607.62,4.25,45.11,392.88,165.39
1998,GAAPD00,"Atlanta, GA",414262,12624,149,385,7432,4658,12,3047.35,35.97,92.94,1794.03,1124.41
1998,CO00101,"Aurora, CO",262465,1496,28,189,802,477,12,569.98,10.67,72.01,305.56,181.74
1998,TX22701,"Austin, TX",559758,3026,32,219,1678,1097,12,540.59,5.72,39.12,299.77,195.98
1998,MD00301,"Baltimore County, MD",726462,6104,21,223,3984,1876,12,840.24,2.89,30.7,548.41,258.24
1998,MDBPD00,"Baltimore, MD",662253,16025,313,469,7556,7687,12,2419.77,47.26,70.82,1140.95,1160.73
1998,MA01301,"Boston, MA",559631,7427,34,356,4703,2334,12,1327.12,6.08,63.61,840.38,417.06
1998,NY01401,"Buffalo, NY",308648,3485,39,197,1513,1736,12,1129.12,12.64,63.83,490.2,562.45
1998,NC06001,"Charlotte, NC",593078,8627,65,333,5829,2400,12,1454.61,10.96,56.15,982.84,404.67
1998,ILCPD00,"Chicago, IL",2750917,62317,703,2387,36110,23117,12,2265.32,25.56,86.77,1312.65,840.34
1998,OHCIP00,"Cincinnati, OH",344828,,,,,,0,,,,,
1998,OHCLP00,"Cleveland, OH",495516,6481,81,576,2460,3364,12,1307.93,16.35,116.24,496.45,678.89
1998,OHCOP00,"Columbus, OH",661227,5401,78,668,2040,2615,12,816.81,11.8,101.02,308.52,395.48
1998,TXDPD00,"Dallas, TX",1087178,15932,252,724,9078,5878,12,1465.45,23.18,66.59,835.01,540.67
1998,CODPD00,"Denver, CO",509343,2916,51,320,1481,1064,12,572.5,10.01,62.83,290.77,208.9
1998,MI82349,"Detroit, MI",999976,24427,430,858,14581,8558,12,2442.76,43,85.8,1458.13,855.82
1998,TX07102,"El Paso, TX",624510,4374,17,241,3293,823,12,700.39,2.72,38.59,527.29,131.78
1998,VA02901,"Fairfax County, VA",887432,886,15,120,368,383,12,99.84,1.69,13.52,41.47,43.16
1998,TX22012,"Fort Worth, TX",497830,4329,64,293,2615,1357,12,869.57,12.86,58.86,525.28,272.58
1998,CA01005,"Fresno, CA",404297,4254,36,175,2649,1394,12,1052.2,8.9,43.29,655.21,344.8
1998,HI00200,"Honolulu, HI",874736,2342,17,242,1031,1052,12,267.74,1.94,27.67,117.86,120.26
1998,TXHPD00,"Houston, TX",1797157,20183,254,654,11564,7711,12,1123.05,14.13,36.39,643.46,429.07
1998,INIPD00,"Indianapolis, IN",759689,8624,143,586,5002,2893,12,1135.2,18.82,77.14,658.43,380.81
1998,FL01602,"Jacksonville, FL",703251,8113,74,521,5467,2051,12,1153.64,10.52,74.08,777.39,291.65
1998,MOKPD00,"Kansas City, MO",447730,8362,130,382,5189,2661,12,1867.64,29.04,85.32,1158.96,594.33
1998,NV00201,"Las Vegas, NV",908596,7051,116,501,3142,3292,12,776.03,12.77,55.14,345.81,362.32
1998,CA01941,"Long Beach, CA",430018,3697,38,111,1783,1765,12,859.73,8.84,25.81,414.63,410.45
1998,CA01900,"Los Angeles County, CA",948423,10270,131,256,7664,2219,12,1082.85,13.81,26.99,808.08,233.97
1998,CA01942,"Los Angeles, CA",3621680,49201,426,1395,31545,15835,12,1358.51,11.76,38.52,871,437.23
1998,KY05680,"Louisville, KY",,,,,,,,,,,,
1998,TNMPD00,"Memphis, TN",604242,9057,115,722,4048,4172,12,1498.9,19.03,119.49,669.93,690.45
1998,AZ00717,"Mesa, AZ",364588,2413,11,120,1781,501,12,661.84,3.02,32.91,488.5,137.42
1998,FL01300,"Miami-Dade County, FL",1070656,14675,120,773,9587,4195,12,1370.66,11.21,72.2,895.43,391.82
1998,FL01306,"Miami, FL",372949,9505,86,140,5482,3797,12,2548.61,23.06,37.54,1469.91,1018.1
1998,WIMPD00,"Milwaukee, WI",588339,5895,111,286,2528,2970,12,1001.97,18.87,48.61,429.68,504.81
1998,MN02711,"Minneapolis, MN",362124,5524,58,458,2637,2371,12,1525.44,16.02,126.48,728.2,654.75
1998,MD01604,"Montgomery County, MD",812755,1838,12,159,955,712,12,226.14,1.48,19.56,117.5,87.6
1998,TN01901,"Nashville, TN",524124,8550,97,483,5747,2223,12,1631.29,18.51,92.15,1096.5,424.14
1998,NY02900,"Nassau County, NY",1031258,1556,13,60,805,678,9,150.88,1.26,5.82,78.06,65.74
1998,LANPD00,"New Orleans, LA",471157,6888,230,299,3394,2965,12,1461.93,48.82,63.46,720.35,629.3
